0,1,2,3,4,5,6,7
2020-10-23T13:25:01.127863+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,0,0,dngnio
2020-10-23T13:25:04.092405+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459504063,mp2,dngnio
2020-10-23T13:25:04.235611+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459504205,mp2,dngnio
2020-10-23T13:25:04.407852+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459504378,mp2,dngnio
2020-10-23T13:25:04.495097+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459504475,mp2,dngnio
2020-10-23T13:25:04.600579+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459504575,mp2,dngnio
2020-10-23T13:25:04.690245+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459504660,mp2,dngnio
2020-10-23T13:25:04.784042+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459504758,mp2,dngnio
2020-10-23T13:25:04.892147+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459504869,mp2,dngnio
2020-10-23T13:25:04.993895+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459504971,mp2,dngnio
2020-10-23T13:25:05.565456+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459505525,mp2,dngnio
2020-10-23T13:25:05.675923+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459505644,mp2,dngnio
2020-10-23T13:25:05.821670+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459505772,mp2,dngnio
2020-10-23T13:25:07.778831+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459507746,mp3,dngnio
2020-10-23T13:25:08.142306+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459508114,mp3,dngnio
2020-10-23T13:25:08.258947+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459508235,mp3,dngnio
2020-10-23T13:25:08.380562+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459508352,mp3,dngnio
2020-10-23T13:25:08.740932+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459508710,mp3,dngnio
2020-10-23T13:25:08.936315+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459508907,mp3,dngnio
2020-10-23T13:25:09.066967+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459509036,mp3,dngnio
2020-10-23T13:25:09.170327+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459509143,mp3,dngnio
2020-10-23T13:25:09.318438+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459509287,mp3,dngnio
2020-10-23T13:25:09.553107+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459509521,mp3,dngnio
2020-10-23T13:25:09.697381+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459509667,mp3,dngnio
2020-10-23T13:25:09.920133+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459509888,mp3,dngnio
2020-10-23T13:25:10.079328+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459510047,mp3,dngnio
2020-10-23T13:25:10.232313+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459510196,mp3,dngnio
2020-10-23T13:25:10.370857+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459510340,mp3,dngnio
2020-10-23T13:25:10.487009+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459510456,mp3,dngnio
2020-10-23T13:25:10.631607+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459510600,mp3,dngnio
2020-10-23T13:25:10.721386+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459510698,mp3,dngnio
2020-10-23T13:25:10.884789+00:00,app[web.1]:,AB_TESTING:,A,1603459501100,1603459510856,mp3,dngnio
2020-10-23T13:25:13.280697+00:00,app[web.1]:,AB_TESTING:,C,1603459513263,0,0,dngnio
2020-10-23T13:32:36.331438+00:00,app[web.1]:,AB_TESTING:,B,1603459955213,0,0,ffzwkwg
2020-10-23T13:32:50.891446+00:00,app[web.1]:,AB_TESTING:,B,1603459969803,0,0,ffzwkwg
2020-10-23T13:32:52.361065+00:00,app[web.1]:,AB_TESTING:,B,1603459969803,1603459971275,mp3,ffzwkwg
2020-10-23T13:32:52.521587+00:00,app[web.1]:,AB_TESTING:,B,1603459969803,1603459971436,mp3,ffzwkwg
2020-10-23T13:32:53.267014+00:00,app[web.1]:,AB_TESTING:,B,1603459969803,1603459972179,mp4,ffzwkwg
2020-10-23T13:32:53.427226+00:00,app[web.1]:,AB_TESTING:,B,1603459969803,1603459972332,mp4,ffzwkwg
2020-10-23T13:32:53.627374+00:00,app[web.1]:,AB_TESTING:,B,1603459969803,1603459972541,mp4,ffzwkwg
2020-10-23T13:32:55.091855+00:00,app[web.1]:,AB_TESTING:,C,1603459974003,0,0,ffzwkwg
2020-10-23T13:32:57.291362+00:00,app[web.1]:,AB_TESTING:,B,1603459976199,0,0,ffzwkwg
2020-10-23T13:36:34.068101+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,0,0,lqymnfvwe
2020-10-23T13:36:43.968425+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460206606,mp1,lqymnfvwe
2020-10-23T13:36:44.387920+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460207038,mp1,lqymnfvwe
2020-10-23T13:36:44.824089+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460207478,mp1,lqymnfvwe
2020-10-23T13:36:45.828451+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460208453,mp2,lqymnfvwe
2020-10-23T13:36:46.093159+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460208741,mp2,lqymnfvwe
2020-10-23T13:36:46.310814+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460208956,mp2,lqymnfvwe
2020-10-23T13:36:47.806733+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460210426,mp3,lqymnfvwe
2020-10-23T13:36:48.033270+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460210675,mp3,lqymnfvwe
2020-10-23T13:36:48.320556+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460210962,mp3,lqymnfvwe
2020-10-23T13:36:49.482332+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460212115,mp4,lqymnfvwe
2020-10-23T13:36:49.776746+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460212337,mp4,lqymnfvwe
2020-10-23T13:36:50.026186+00:00,app[web.1]:,AB_TESTING:,A,1603460196682,1603460212674,mp4,lqymnfvwe
2020-10-23T13:38:31.809964+00:00,app[web.1]:,AB_TESTING:,B,1603460311786,0,0,lhssvjo
2020-10-23T13:39:03.105132+00:00,app[web.1]:,AB_TESTING:,B,1603460311786,1603460343082,mp1,lhssvjo
2020-10-23T13:39:04.291225+00:00,app[web.1]:,AB_TESTING:,B,1603460311786,1603460344266,mp2,lhssvjo
2020-10-23T13:39:04.994897+00:00,app[web.1]:,AB_TESTING:,B,1603460311786,1603460344969,mp2,lhssvjo
2020-10-23T13:39:05.247587+00:00,app[web.1]:,AB_TESTING:,B,1603460311786,1603460345225,mp2,lhssvjo
2020-10-23T13:39:06.335780+00:00,app[web.1]:,AB_TESTING:,B,1603460311786,1603460346313,mp3,lhssvjo
2020-10-23T13:39:07.232454+00:00,app[web.1]:,AB_TESTING:,B,1603460311786,1603460347208,mp4,lhssvjo
2020-10-23T13:39:08.720323+00:00,app[web.1]:,AB_TESTING:,C,1603460348698,0,0,lhssvjo
2020-10-23T13:39:10.926825+00:00,app[web.1]:,AB_TESTING:,B,1603460350891,0,0,lhssvjo
2020-10-23T13:39:12.337006+00:00,app[web.1]:,AB_TESTING:,B,1603460350891,1603460352315,mp4,lhssvjo
2020-10-23T13:39:14.091818+00:00,app[web.1]:,AB_TESTING:,B,1603460350891,1603460354070,mp2,lhssvjo
2020-10-23T13:39:15.367953+00:00,app[web.1]:,AB_TESTING:,C,1603460355339,0,0,lhssvjo
2020-10-23T14:28:39.200500+00:00,app[web.1]:,AB_TESTING:,B,1603463318507,0,0,miojuadxfc
2020-10-23T14:28:39.478786+00:00,app[web.1]:,AB_TESTING:,A,1603463318720,0,0,rcxhxyhrt
2020-10-23T14:29:36.210959+00:00,app[web.1]:,AB_TESTING:,A,1603463318720,1603463375424,mp4,rcxhxyhrt
2020-10-23T14:29:37.877200+00:00,app[web.1]:,AB_TESTING:,A,1603463318720,1603463377777,mp3,rcxhxyhrt
2020-10-23T14:29:51.026802+00:00,app[web.1]:,AB_TESTING:,A,1603463318720,1603463390921,mp1,rcxhxyhrt
2020-10-23T14:29:53.009909+00:00,app[web.1]:,AB_TESTING:,A,1603463318720,1603463392911,mp3,rcxhxyhrt
2020-10-23T14:29:55.002636+00:00,app[web.1]:,AB_TESTING:,A,1603463318720,1603463394901,mp4,rcxhxyhrt
2020-10-23T14:29:57.576126+00:00,app[web.1]:,AB_TESTING:,C,1603463397483,0,0,rcxhxyhrt
2020-10-23T14:30:04.322920+00:00,app[web.1]:,AB_TESTING:,A,1603463404226,0,0,rcxhxyhrt
2020-10-23T14:39:33.395390+00:00,app[web.1]:,AB_TESTING:,A,1603463973273,0,0,fpldjsmcp
2020-10-23T14:39:42.517457+00:00,app[web.1]:,AB_TESTING:,A,1603463973273,1603463982462,mp2,fpldjsmcp
2020-10-23T14:39:43.637746+00:00,app[web.1]:,AB_TESTING:,A,1603463973273,1603463983578,mp1,fpldjsmcp
2020-10-23T14:39:45.612173+00:00,app[web.1]:,AB_TESTING:,A,1603463973273,1603463985551,mp1,fpldjsmcp
2020-10-23T14:39:47.651994+00:00,app[web.1]:,AB_TESTING:,A,1603463973273,1603463987593,mp2,fpldjsmcp
2020-10-23T14:39:50.809818+00:00,app[web.1]:,AB_TESTING:,A,1603463973273,1603463990753,mp3,fpldjsmcp
2020-10-23T14:39:52.384215+00:00,app[web.1]:,AB_TESTING:,A,1603463973273,1603463992329,mp4,fpldjsmcp
2020-10-23T14:39:53.326480+00:00,app[web.1]:,AB_TESTING:,C,1603463993268,0,0,fpldjsmcp
2020-10-23T14:39:56.430231+00:00,app[web.1]:,AB_TESTING:,A,1603463996359,0,0,fpldjsmcp
2020-10-23T14:40:16.129873+00:00,app[web.1]:,AB_TESTING:,A,1603464015963,0,0,tnjaqrwu
2020-10-23T14:50:33.638005+00:00,app[web.1]:,AB_TESTING:,A,1603464632305,0,0,hhrknouqi
2020-10-23T14:52:55.723044+00:00,app[web.1]:,AB_TESTING:,A,1603464775454,0,0,hhrknouqi
2020-10-23T14:53:16.891836+00:00,app[web.1]:,AB_TESTING:,A,1603464787316,0,0,unhrzjb
2020-10-23T14:53:42.624832+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,0,0,kvowhkn
2020-10-23T14:53:57.410978+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464835794,mp2,kvowhkn
2020-10-23T14:54:43.206653+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464882634,mp1,kvowhkn
2020-10-23T14:54:44.090867+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464883497,mp1,kvowhkn
2020-10-23T14:54:51.157544+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464890610,mp2,kvowhkn
2020-10-23T14:54:52.667748+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464892092,mp2,kvowhkn
2020-10-23T14:54:54.410085+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464893856,mp3,kvowhkn
2020-10-23T14:54:55.124691+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464894567,mp3,kvowhkn
2020-10-23T14:54:56.080828+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464895264,mp3,kvowhkn
2020-10-23T14:54:56.797285+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464896222,mp3,kvowhkn
2020-10-23T14:54:58.870370+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464898272,mp4,kvowhkn
2020-10-23T14:55:00.127111+00:00,app[web.1]:,AB_TESTING:,B,1603464818178,1603464899540,mp4,kvowhkn
2020-10-23T14:55:02.424312+00:00,app[web.1]:,AB_TESTING:,C,1603464901674,0,0,kvowhkn
2020-10-23T14:55:11.065782+00:00,app[web.1]:,AB_TESTING:,B,1603464910207,0,0,kvowhkn
2020-10-23T16:46:48.234263+00:00,app[web.1]:,AB_TESTING:,A,1603471597399,0,0,rcxhxyhrt
2020-10-23T17:33:20.158436+00:00,app[web.1]:,AB_TESTING:,B,1603474400103,0,0,huawkrjs
2020-10-23T19:38:34.809056+00:00,app[web.1]:,AB_TESTING:,A,1603481914663,0,0,mkakmmr
2020-10-23T19:38:49.003102+00:00,app[web.1]:,AB_TESTING:,A,1603481914663,1603481928862,mp1,mkakmmr
2020-10-23T19:38:49.307890+00:00,app[web.1]:,AB_TESTING:,A,1603481914663,1603481929168,mp1,mkakmmr
2020-10-23T19:38:50.222236+00:00,app[web.1]:,AB_TESTING:,A,1603481914663,1603481930081,mp2,mkakmmr
2020-10-23T19:38:51.074419+00:00,app[web.1]:,AB_TESTING:,A,1603481914663,1603481930932,mp3,mkakmmr
2020-10-23T19:38:51.707874+00:00,app[web.1]:,AB_TESTING:,A,1603481914663,1603481931563,mp3,mkakmmr
2020-10-23T19:38:52.122049+00:00,app[web.1]:,AB_TESTING:,A,1603481914663,1603481931975,mp4,mkakmmr
2020-10-23T19:38:52.609229+00:00,app[web.1]:,AB_TESTING:,A,1603481914663,1603481932462,mp4,mkakmmr
2020-10-23T19:38:53.329842+00:00,app[web.1]:,AB_TESTING:,A,1603481914663,1603481933187,mp3,mkakmmr
2020-10-23T19:38:55.294473+00:00,app[web.1]:,AB_TESTING:,C,1603481935151,0,0,mkakmmr
2020-10-23T19:38:57.245171+00:00,app[web.1]:,AB_TESTING:,A,1603481937101,0,0,mkakmmr
2020-10-23T22:26:21.067657+00:00,app[web.1]:,AB_TESTING:,A,1603491980921,0,0,wranya
2020-10-23T22:26:26.618907+00:00,app[web.1]:,AB_TESTING:,A,1603491980921,1603491986548,mp3,wranya
2020-10-23T22:26:26.767920+00:00,app[web.1]:,AB_TESTING:,A,1603491980921,1603491986698,mp3,wranya
2020-10-23T22:26:26.912133+00:00,app[web.1]:,AB_TESTING:,A,1603491980921,1603491986850,mp3,wranya
2020-10-23T22:26:27.072757+00:00,app[web.1]:,AB_TESTING:,A,1603491980921,1603491987009,mp3,wranya
2020-10-23T22:26:27.292363+00:00,app[web.1]:,AB_TESTING:,A,1603491980921,1603491987233,mp3,wranya
2020-10-23T22:26:27.407455+00:00,app[web.1]:,AB_TESTING:,A,1603491980921,1603491987348,mp3,wranya
2020-10-23T22:26:27.567895+00:00,app[web.1]:,AB_TESTING:,A,1603491980921,1603491987507,mp3,wranya
2020-10-23T22:26:29.174831+00:00,app[web.1]:,AB_TESTING:,C,1603491989115,0,0,wranya
2020-10-23T22:26:31.220565+00:00,app[web.1]:,AB_TESTING:,A,1603491991161,0,0,wranya
2020-10-24T09:02:52.942518+00:00,app[web.1]:,AB_TESTING:,A,1603530160789,0,0,unhrzjb
2020-10-24T23:01:50.787775+00:00,app[web.1]:,AB_TESTING:,A,1603580510767,0,0,azkpjacno
2020-10-24T23:01:52.441479+00:00,app[web.1]:,AB_TESTING:,A,1603580510767,1603580512416,mp1,azkpjacno
2020-10-24T23:01:53.119488+00:00,app[web.1]:,AB_TESTING:,A,1603580510767,1603580513093,mp1,azkpjacno
2020-10-24T23:01:53.316023+00:00,app[web.1]:,AB_TESTING:,A,1603580510767,1603580513286,mp1,azkpjacno
2020-10-24T23:01:53.458050+00:00,app[web.1]:,AB_TESTING:,A,1603580510767,1603580513432,mp1,azkpjacno
2020-10-24T23:01:54.747621+00:00,app[web.1]:,AB_TESTING:,A,1603580510767,1603580514709,mp4,azkpjacno
2020-10-24T23:01:55.356344+00:00,app[web.1]:,AB_TESTING:,A,1603580510767,1603580515330,mp3,azkpjacno
2020-10-24T23:01:56.251174+00:00,app[web.1]:,AB_TESTING:,C,1603580516216,0,0,azkpjacno
2020-10-24T23:01:58.079829+00:00,app[web.1]:,AB_TESTING:,A,1603580518047,0,0,azkpjacno
2020-10-24T23:01:58.923591+00:00,app[web.1]:,AB_TESTING:,A,1603580518047,1603580518901,mp1,azkpjacno
2020-10-24T23:01:59.072838+00:00,app[web.1]:,AB_TESTING:,A,1603580518047,1603580519044,mp1,azkpjacno
2020-10-24T23:02:00.575108+00:00,app[web.1]:,AB_TESTING:,A,1603580518047,1603580520552,mp3,azkpjacno
2020-10-24T23:02:01.372018+00:00,app[web.1]:,AB_TESTING:,C,1603580521348,0,0,azkpjacno
